Year,Quarter,Origin,N.L.,P.E.I.,N.S.,N.B.,Que.,Ont.,Man.,Sask.,Alta.,B.C.,Y.T.,N.W.T.,Nvt.,Total
1978,2,Y.T.,2,1,0,8,0,81,7,15,130,245,0,62,0,551
1978,2,N.W.T.,26,3,35,13,35,148,65,81,418,195,114,0,0,1133
1978,3,N.L.,0,83,822,332,167,1512,158,71,898,285,10,84,0,4422
1978,3,P.E.I.,71,0,503,270,65,391,44,34,191,117,3,5,0,1694
1978,3,N.S.,584,364,0,1102,576,2440,277,220,1524,1056,35,64,0,8242
1978,3,N.B.,277,273,1520,0,819,1965,341,116,985,517,20,56,0,6889
1978,3,Que.,227,72,789,1201,0,13888,656,272,2610,2417,41,86,0,22259
1978,3,Ont.,1716,471,3285,2089,6235,0,2719,1828,11233,7733,146,346,0,37801
1978,3,Man.,138,47,303,176,360,2649,0,1833,3789,2444,51,166,0,11956
1978,3,Sask.,39,37,163,78,236,1060,1258,0,4135,1814,72,104,0,8996
1978,3,Alta.,317,139,659,328,577,3203,1288,2672,0,8671,238,405,0,18497
1978,3,B.C.,178,106,559,279,1190,3823,910,1283,7382,0,274,184,0,16168
1978,3,Y.T.,17,0,8,2,21,41,23,50,228,541,0,158,0,1089
1978,3,N.W.T.,47,7,51,25,85,209,137,129,774,313,71,0,0,1848
1978,4,N.L.,0,25,433,122,92,1154,105,34,621,229,10,38,0,2863
1978,4,P.E.I.,20,0,249,129,35,182,23,7,89,47,2,7,0,790
1978,4,N.S.,264,191,0,601,173,1592,128,65,710,462,0,45,0,4231
1978,4,N.B.,114,114,709,0,375,1056,62,63,535,302,0,21,0,3351
1978,4,Que.,84,64,339,528,0,8405,223,95,1332,1137,8,43,0,12258
1978,4,Ont.,757,145,1439,850,2990,0,1300,692,5813,3923,65,138,0,18112
1978,4,Man.,67,30,140,82,88,1439,0,920,1916,1343,28,42,0,6095
1978,4,Sask.,12,20,68,40,106,520,617,0,2537,878,0,23,0,4821
1978,4,Alta.,172,35,325,179,272,2625,658,1401,0,5152,75,155,0,11049
1978,4,B.C.,70,30,348,156,476,2689,561,609,4864,0,216,94,0,10113
1978,4,Y.T.,7,4,7,7,15,47,12,26,157,416,0,109,0,807
1978,4,N.W.T.,22,5,39,6,33,183,68,55,421,168,50,0,0,1050
1979,1,N.L.,0,27,321,150,75,1046,75,30,399,90,7,20,0,2240
1979,1,P.E.I.,15,0,178,133,15,131,15,2,75,32,0,6,0,602
1979,1,N.S.,299,124,0,725,196,1156,71,54,468,409,0,19,0,3521
1979,1,N.B.,98,89,541,0,397,858,63,36,408,153,0,10,0,2653
1979,1,Que.,88,28,205,397,0,6865,156,77,976,705,0,44,0,9541
1979,1,Ont.,622,159,1159,898,2866,0,1152,599,4557,3205,71,154,0,15442
1979,1,Man.,90,11,123,48,111,1072,0,849,1569,934,0,30,0,4837
1979,1,Sask.,12,9,64,14,67,469,547,0,2034,994,30,44,0,4284
1979,1,Alta.,136,69,286,132,318,2677,587,1335,0,4343,49,169,0,10101
1979,1,B.C.,48,3,261,105,460,2450,408,443,4344,0,206,105,0,8833
1979,1,Y.T.,6,0,4,3,3,38,10,15,136,249,0,61,0,525
1979,1,N.W.T.,29,0,17,15,57,150,36,43,348,169,62,0,0,926
1979,2,N.L.,0,24,341,199,112,900,94,25,362,198,4,52,0,2311
1979,2,P.E.I.,23,0,118,50,50,138,22,9,107,51,0,4,0,572
1979,2,N.S.,218,191,0,834,275,1342,124,93,568,601,0,22,0,4268
1979,2,N.B.,139,110,537,0,542,1040,134,71,348,272,0,14,0,3207
1979,2,Que.,100,48,514,780,0,7853,239,106,1353,1294,24,39,0,12350
1979,2,Ont.,906,283,1342,1213,3436,0,1457,870,5568,4752,77,191,0,20095
1979,2,Man.,105,0,185,88,217,1500,0,890,2085,1426,11,125,0,6632
1979,2,Sask.,12,6,77,49,120,686,634,0,2403,1240,15,63,0,5305
1979,2,Alta.,185,99,458,284,491,2802,751,1688,0,5910,119,197,0,12984
1979,2,B.C.,96,36,385,201,683,2650,545,714,4648,0,279,150,0,10387
1979,2,Y.T.,3,1,0,6,0,84,8,27,153,313,0,73,0,668
1979,2,N.W.T.,32,5,31,23,47,145,78,77,404,201,77,0,0,1120
1979,3,N.L.,0,95,746,327,139,1603,218,78,1099,315,22,74,0,4716
1979,3,P.E.I.,64,0,375,228,37,415,30,44,294,129,8,5,0,1629
1979,3,N.S.,615,271,0,977,547,2423,307,194,1925,1006,32,76,0,8373
1979,3,N.B.,288,267,1427,0,800,1975,272,93,1399,505,16,51,0,7093
1979,3,Que.,230,70,674,1189,0,12168,556,288,3079,2204,41,82,0,20581
1979,3,Ont.,1844,441,2867,1943,5553,0,2736,1800,15303,9079,132,348,0,42046
1979,3,Man.,120,53,254,143,335,2525,0,1755,4427,3386,56,108,0,13162
1979,3,Sask.,55,15,126,83,141,1012,1234,0,4329,2301,66,115,0,9477
1979,3,Alta.,399,111,633,342,559,3104,1404,2739,0,11022,216,391,0,20920
1979,3,B.C.,169,91,517,193,692,3025,832,1237,7188,0,269,144,0,14357
1979,3,Y.T.,16,0,10,2,15,43,33,41,189,572,0,32,0,953
1979,3,N.W.T.,64,11,54,31,66,179,110,137,649,299,44,0,0,1644
1979,4,N.L.,0,28,392,120,77,1224,145,38,758,253,22,33,0,3090
1979,4,P.E.I.,18,0,186,109,21,193,15,9,138,52,6,8,0,755
1979,4,N.S.,278,141,0,533,164,1582,142,57,896,439,0,53,0,4285
1979,4,N.B.,118,112,666,0,365,1062,49,51,759,294,0,19,0,3495
1979,4,Que.,87,63,289,522,0,7363,189,99,1571,1037,8,40,0,11268
1979,4,Ont.,813,136,1256,790,2663,0,1308,681,7921,4605,59,139,0,20371
1979,4,Man.,59,32,117,67,82,1372,0,881,2238,1860,32,28,0,6768
1979,4,Sask.,16,8,53,43,63,498,606,0,2657,1113,0,26,0,5083
1979,4,Alta.,218,28,311,188,263,2544,716,1436,0,6549,68,150,0,12471
1979,4,B.C.,66,25,320,109,277,2127,512,586,4736,0,213,72,0,9043
1979,4,Y.T.,6,7,9,11,10,49,16,21,131,440,0,21,0,721
1979,4,N.W.T.,30,7,40,7,27,157,55,58,351,160,31,0,0,923
1980,1,N.L.,0,33,292,148,62,1108,104,35,488,100,17,16,0,2403
1980,1,P.E.I.,14,0,133,112,9,140,10,3,116,35,0,9,0,581
1980,1,N.S.,314,93,0,643,187,1148,79,48,591,390,0,23,0,3516
1980,1,N.B.,101,86,508,0,388,862,50,28,581,150,0,10,0,2764
1980,1,Que.,91,28,176,393,0,6015,132,81,1151,643,0,41,0,8751
1980,1,Ont.,669,149,1011,834,2553,0,1159,589,6209,3762,65,155,0,17155
1980,1,Man.,78,12,103,39,104,1022,0,813,1832,1293,0,20,0,5316
1980,1,Sask.,17,3,50,15,40,448,538,0,2129,1262,26,47,0,4575
1980,1,Alta.,171,56,275,139,307,2594,642,1370,0,5520,45,163,0,11282
1980,1,B.C.,44,3,242,73,268,1938,372,426,4230,0,202,83,0,7881
1980,1,Y.T.,4,0,6,4,2,40,13,12,114,264,0,12,0,471
1980,1,N.W.T.,40,0,17,18,45,129,30,46,293,161,37,0,0,816
1980,2,N.L.,0,28,309,197,92,953,130,27,442,218,12,46,0,2454
1980,2,P.E.I.,20,0,87,43,29,146,15,12,164,56,0,6,0,578
1980,2,N.S.,229,142,0,740,260,1332,138,82,718,573,0,26,0,4240
1980,2,N.B.,143,108,504,0,529,1045,108,56,493,266,0,12,0,3264
1980,2,Que.,104,47,438,773,0,6880,203,111,1596,1180,25,37,0,11394
1980,2,Ont.,974,265,1171,1126,3062,0,1467,856,7586,5578,69,192,0,22346
1980,2,Man.,92,0,155,72,203,1430,0,851,2435,1977,12,81,0,7308
1980,2,Sask.,16,2,58,54,72,655,623,0,2515,1573,13,70,0,5651
1980,2,Alta.,233,80,440,297,476,2716,820,1731,0,7511,108,190,0,14602
1980,2,B.C.,91,30,355,140,397,2096,499,688,4525,0,273,117,0,9211
1980,2,Y.T.,3,2,0,10,0,90,11,22,127,332,0,14,0,611
1980,2,N.W.T.,45,6,30,28,37,126,62,83,338,192,47,0,0,994
1980,3,N.L.,0,56,702,278,125,1493,210,103,1325,350,22,112,0,4776
1980,3,P.E.I.,66,0,475,244,43,424,46,38,494,144,7,6,0,1987
1980,3,N.S.,604,311,0,855,537,2504,272,210,2484,1036,72,71,0,8956
1980,3,N.B.,292,234,1482,0,850,1958,249,175,1930,568,31,61,0,7830
1980,3,Que.,171,49,640,1017,0,10146,432,257,3348,1980,34,86,0,18160
1980,3,Ont.,1857,471,3046,1804,5615,0,2886,2015,18017,9293,171,377,0,45552
1980,3,Man.,119,34,213,155,340,2318,0,1667,4039,3026,53,122,0,12086
1980,3,Sask.,64,28,116,110,161,1089,1339,0,4563,2207,67,113,0,9857
1980,3,Alta.,466,121,823,459,691,3698,1707,3020,0,11338,215,377,0,22915
1980,3,B.C.,216,75,560,307,784,3450,1106,1444,6741,0,331,138,0,15152
1980,3,Y.T.,16,0,20,1,18,37,30,38,147,471,0,33,0,811
1980,3,N.W.T.,61,4,54,30,62,191,108,106,533,314,45,0,0,1508
1980,4,N.L.,0,17,368,102,69,1140,140,49,914,281,22,52,0,3154
1980,4,P.E.I.,19,0,235,117,23,198,22,7,232,57,4,9,0,923
1980,4,N.S.,273,162,0,466,163,1634,127,62,1157,451,0,49,0,4544
1980,4,N.B.,121,98,692,0,388,1052,45,96,1048,332,0,23,0,3895
1980,4,Que.,64,43,275,447,0,6140,148,89,1709,931,7,43,0,9896
1980,4,Ont.,818,145,1334,734,2692,0,1380,762,9326,4714,77,151,0,22133
1980,4,Man.,59,20,99,73,84,1258,0,837,2041,1662,31,31,0,6195
1980,4,Sask.,19,14,48,56,73,535,658,0,2799,1068,0,25,0,5295
1980,4,Alta.,254,30,404,253,325,3031,871,1583,0,6737,68,144,0,13700
1980,4,B.C.,86,21,348,172,314,2427,682,685,4441,0,262,71,0,9509
1980,4,Y.T.,6,15,17,3,13,42,16,21,102,362,0,23,0,620
1980,4,N.W.T.,28,2,41,7,25,165,54,45,289,168,32,0,0,856
1981,1,N.L.,0,18,274,126,55,1033,100,45,588,113,17,26,0,2395
1981,1,P.E.I.,15,0,169,120,9,143,16,3,196,38,0,9,0,718
1981,1,N.S.,309,106,0,562,183,1187,70,51,762,401,0,22,0,3653
1981,1,N.B.,102,76,528,0,413,854,46,53,801,169,0,11,0,3053
1981,1,Que.,67,18,166,336,0,5014,103,74,1253,578,0,42,0,7651
1981,1,Ont.,674,159,1075,775,2581,0,1223,660,7310,3852,82,169,0,18560
1981,1,Man.,78,8,86,43,105,938,0,770,1671,1155,0,22,0,4876
1981,1,Sask.,19,6,45,20,46,482,584,0,2245,1210,28,47,0,4732
1981,1,Alta.,200,61,356,186,380,3090,780,1509,0,5679,44,158,0,12443
1981,1,B.C.,58,2,263,115,303,2210,496,498,3966,0,249,80,0,8240
1981,1,Y.T.,6,0,12,1,2,35,12,12,88,218,0,13,0,399
1981,1,N.W.T.,37,0,17,17,43,137,30,35,239,169,40,0,0,764
1981,2,N.L.,0,16,291,168,83,889,125,35,535,243,11,69,0,2465
1981,2,P.E.I.,21,0,111,47,33,149,23,10,277,62,0,6,0,739
1981,2,N.S.,226,162,0,646,256,1377,123,89,927,590,0,24,0,4420
1981,2,N.B.,147,95,524,0,562,1037,99,107,681,299,0,16,0,3567
1981,2,Que.,76,33,415,661,0,5736,158,101,1738,1061,21,39,0,10039
1981,2,Ont.,980,283,1243,1046,3095,0,1546,959,8931,5711,89,209,0,24092
1981,2,Man.,91,0,130,78,205,1311,0,809,2222,1766,11,91,0,6714
1981,2,Sask.,19,4,53,70,82,704,675,0,2652,1508,13,68,0,5848
1981,2,Alta.,273,86,572,398,588,3235,997,1908,0,7727,107,184,0,16075
1981,2,B.C.,117,25,385,222,451,2390,662,803,4245,0,337,113,0,9750
1981,2,Y.T.,2,5,0,3,0,76,11,21,99,273,0,16,0,506
1981,2,N.W.T.,42,3,30,26,35,133,61,63,278,203,49,0,0,923
1981,3,N.L.,0,71,625,315,99,1389,145,104,1686,362,22,108,0,4926
1981,3,P.E.I.,56,0,542,223,34,391,67,42,418,103,18,0,0,1894
1981,3,N.S.,557,482,0,895,500,2373,354,186,1940,948,23,97,0,8355
1981,3,N.B.,259,194,1440,0,863,1976,216,132,1744,372,0,80,0,7276
1981,3,Que.,209,65,522,1062,0,9718,459,260,3177,1439,24,157,0,17092
1981,3,Ont.,1489,371,2985,1716,5695,0,2486,1612,13743,6479,194,409,0,37179
1981,3,Man.,129,55,215,190,303,2390,0,1651,3298,1926,44,172,0,10373
1981,3,Sask.,38,30,143,75,154,1062,1369,0,3933,1532,25,91,0,8452
1981,3,Alta.,484,145,1106,539,869,4249,1804,3100,0,8748,152,420,0,21616
1981,3,B.C.,197,138,629,340,865,3992,1426,1698,7309,0,310,180,0,17084
1981,3,Y.T.,12,0,36,0,21,29,40,70,222,372,0,42,0,844
1981,3,N.W.T.,64,7,42,32,73,188,106,85,621,244,71,0,0,1533
1981,4,N.L.,0,25,484,136,72,1289,148,72,1351,388,33,62,0,4060
1981,4,P.E.I.,16,0,173,133,8,148,26,26,277,48,0,10,0,865
1981,4,N.S.,245,129,0,513,165,1546,121,76,1089,435,12,69,0,4400
1981,4,N.B.,91,95,552,0,301,1029,72,68,1118,342,25,26,0,3719
1981,4,Que.,101,13,246,447,0,6875,122,139,1841,867,6,32,0,10689
1981,4,Ont.,560,158,1249,676,2224,0,1475,714,7640,3661,74,158,0,18589
1981,4,Man.,50,15,76,37,104,1232,0,843,1608,962,42,31,0,5000
1981,4,Sask.,24,25,58,65,63,488,664,0,2293,851,3,21,0,4555
1981,4,Alta.,199,37,437,396,434,3619,1040,1723,0,5715,113,87,0,13800
1981,4,B.C.,63,30,462,193,364,2853,884,767,5005,0,242,135,0,10998
1981,4,Y.T.,0,7,5,0,5,24,21,13,63,333,0,21,0,492
1981,4,N.W.T.,16,0,61,0,38,181,35,71,326,190,23,0,0,941
1982,1,N.L.,0,30,267,69,49,1329,72,45,827,138,25,44,0,2895
1982,1,P.E.I.,42,0,125,149,12,174,15,0,245,40,0,21,0,823
1982,1,N.S.,348,128,0,587,155,1340,60,81,847,327,12,55,0,3940
1982,1,N.B.,103,87,397,0,329,952,40,46,645,179,0,4,0,2782
1982,1,Que.,101,17,126,412,0,5550,151,76,1814,455,6,42,0,8750
1982,1,Ont.,624,128,906,714,1936,0,1092,547,5545,2671,77,225,0,14465
1982,1,Man.,117,10,62,53,116,1010,0,575,1224,579,0,50,0,3796
1982,1,Sask.,32,4,74,26,40,591,627,0,1922,671,58,51,0,4096
1982,1,Alta.,340,80,481,284,446,4719,955,1609,0,3741,42,142,0,12839
1982,1,B.C.,76,3,316,113,331,2857,705,608,4421,0,168,109,0,9707
1982,1,Y.T.,5,0,0,2,3,43,4,0,55,185,0,21,0,318
1982,1,N.W.T.,23,0,19,13,21,200,29,25,183,37,23,0,0,573
1982,2,N.L.,0,20,332,110,65,868,78,21,703,294,16,68,0,2575
1982,2,P.E.I.,34,0,93,47,19,180,5,7,232,22,0,10,0,649
1982,2,N.S.,201,192,0,611,214,1410,130,76,823,442,0,41,0,4140
1982,2,N.B.,135,64,443,0,409,904,81,81,523,256,0,26,0,2922
1982,2,Que.,85,51,410,665,0,5678,253,166,2303,939,30,28,0,10608
1982,2,Ont.,894,244,1267,947,2421,0,1423,735,7142,3638,81,259,0,19051
1982,2,Man.,117,3,130,88,181,1117,0,724,1674,937,13,73,0,5057
1982,2,Sask.,27,11,87,77,82,701,617,0,2474,858,15,79,0,5028
1982,2,Alta.,440,156,838,650,786,3948,1327,1876,0,4849,116,243,0,15229
1982,2,B.C.,141,49,425,230,425,2775,789,921,5329,0,217,188,0,11489
1982,2,Y.T.,0,0,0,8,3,120,4,56,146,320,0,20,0,677
1982,2,N.W.T.,19,6,13,19,52,112,64,81,267,88,57,0,0,778
1982,3,N.L.,0,57,675,240,108,1165,79,62,641,203,13,85,0,3328
1982,3,P.E.I.,79,0,254,233,35,358,14,41,208,76,2,6,0,1306
1982,3,N.S.,485,205,0,796,388,2182,195,177,1121,616,20,79,0,6264
1982,3,N.B.,187,185,1116,0,529,1537,223,86,591,282,6,49,0,4791
1982,3,Que.,178,58,619,1187,0,11617,531,376,2513,1482,16,88,0,18665
1982,3,Ont.,1686,412,2614,1631,4119,0,2380,1359,6602,4281,60,306,0,25450
1982,3,Man.,119,32,159,148,251,2235,0,1260,1588,1155,44,95,0,7086
1982,3,Sask.,102,47,142,121,157,1160,1256,0,2510,1129,44,81,0,6749
1982,3,Alta.,1045,325,1436,1112,1544,6504,2326,3482,0,6596,133,370,0,24873
1982,3,B.C.,278,92,702,412,773,4391,1204,1595,6615,0,139,208,0,16409
1982,3,Y.T.,50,0,25,8,33,66,35,42,171,508,0,44,0,982
1982,3,N.W.T.,49,12,76,21,86,220,104,133,321,209,28,0,0,1259
1982,4,N.L.,0,19,274,72,54,798,28,20,360,131,0,31,0,1787
1982,4,P.E.I.,22,0,167,98,29,180,13,0,56,20,4,5,0,594
1982,4,N.S.,223,162,0,423,109,1421,110,39,445,258,0,52,0,3242
1982,4,N.B.,88,74,583,0,286,844,19,46,265,115,0,18,0,2338
1982,4,Que.,54,71,248,533,0,6478,198,107,1173,607,6,63,0,9538
1982,4,Ont.,800,104,1177,675,2228,0,993,461,3186,1991,29,118,0,11762
1982,4,Man.,67,26,85,92,43,1246,0,626,827,673,11,24,0,3720
1982,4,Sask.,20,18,59,43,69,592,625,0,1594,500,0,21,0,3541
1982,4,Alta.,616,84,772,541,712,5248,1120,1770,0,3647,17,185,0,14712
1982,4,B.C.,117,30,398,228,297,3059,739,784,4256,0,113,91,0,10112
1982,4,Y.T.,21,9,32,30,28,81,17,28,148,365,0,35,0,794
1982,4,N.W.T.,34,12,16,7,32,175,57,41,179,78,28,0,0,659
1983,1,N.L.,0,19,253,151,48,656,38,28,252,58,0,11,0,1514
1983,1,P.E.I.,4,0,118,95,7,98,13,3,38,8,0,0,0,384
1983,1,N.S.,220,88,0,521,142,938,58,27,242,261,0,16,0,2513
1983,1,N.B.,59,44,460,0,304,624,39,25,268,57,0,18,0,1898
1983,1,Que.,60,28,166,355,0,5327,100,103,630,416,0,68,0,7253
1983,1,Ont.,558,136,1006,713,2235,0,986,435,2691,1782,29,114,0,10685
1983,1,Man.,55,6,80,37,60,879,0,677,717,511,0,4,0,3026
1983,1,Sask.,15,12,44,11,44,440,532,0,1240,697,6,29,0,3070
1983,1,Alta.,350,157,621,399,868,4737,988,1703,0,3644,26,171,0,13664
1983,1,B.C.,63,3,319,165,299,2628,498,534,3831,0,139,114,0,8593
1983,1,Y.T.,15,0,25,12,5,55,31,17,129,229,0,17,0,535
1983,1,N.W.T.,45,0,16,15,73,118,28,48,188,173,34,0,0,738
1983,2,N.L.,0,18,265,161,57,658,62,14,294,144,5,57,0,1735
1983,2,P.E.I.,28,0,81,30,33,92,21,15,139,40,0,4,0,483
1983,2,N.S.,198,152,0,644,195,1153,104,85,432,373,0,20,0,3356
1983,2,N.B.,116,101,439,0,383,829,92,55,289,120,0,11,0,2435
1983,2,Que.,100,44,533,774,0,6076,143,117,1461,784,8,63,0,10103
1983,2,Ont.,992,293,1285,962,2336,0,1500,744,3959,3082,48,202,0,15403
1983,2,Man.,113,0,127,69,152,1014,0,707,1070,719,11,96,0,4078
1983,2,Sask.,32,9,77,71,66,710,721,0,1568,815,12,60,0,4141
1983,2,Alta.,611,207,1045,886,1223,5124,1333,2155,0,4952,65,181,0,17782
1983,2,B.C.,171,37,546,251,397,2874,809,951,4209,0,182,169,0,10596
1983,2,Y.T.,9,6,0,24,0,143,21,28,140,291,0,3,0,665
1983,2,N.W.T.,59,9,31,19,44,155,71,75,224,143,45,0,0,875
1983,3,N.L.,0,79,810,208,125,1262,121,51,479,250,19,123,0,3527
1983,3,P.E.I.,87,0,243,204,28,343,19,14,132,45,2,5,0,1122
1983,3,N.S.,474,237,0,751,439,2162,202,167,727,539,26,64,0,5788
1983,3,N.B.,169,204,1116,0,549,1384,216,82,394,292,12,30,0,4448
1983,3,Que.,159,63,767,922,0,11410,477,195,1301,1176,30,68,0,16568
1983,3,Ont.,1102,440,2417,1430,4465,0,2128,1206,4567,3984,79,297,0,22115
1983,3,Man.,70,31,221,128,288,2054,0,1206,1450,1174,29,111,0,6762
1983,3,Sask.,79,38,188,110,159,1138,1342,0,2359,1107,43,84,0,6647
1983,3,Alta.,678,265,1444,812,1570,7069,2063,3347,0,7290,206,420,0,25164
1983,3,B.C.,202,99,634,275,707,3892,949,1315,5103,0,182,218,0,13576
1983,3,Y.T.,21,0,7,3,16,85,25,39,128,381,0,35,0,740
1983,3,N.W.T.,43,9,76,25,90,233,97,112,288,194,39,0,0,1206
1983,4,N.L.,0,25,330,63,62,864,41,17,269,162,0,45,0,1878
1983,4,P.E.I.,26,0,161,87,24,173,19,0,35,11,4,5,0,545
1983,4,N.S.,219,186,0,398,124,1408,114,36,288,225,0,42,0,3040
1983,4,N.B.,80,82,583,0,296,759,19,45,177,119,0,11,0,2171
1983,4,Que.,48,79,307,414,0,6363,177,55,608,482,10,48,0,8591
1983,4,Ont.,524,111,1087,591,2415,0,887,409,2205,1854,40,115,0,10238
1983,4,Man.,39,25,118,80,48,1146,0,599,755,684,7,29,0,3530
1983,4,Sask.,16,15,77,39,69,581,666,0,1500,490,0,22,0,3475
1983,4,Alta.,400,69,776,395,724,5706,994,1701,0,4030,26,210,0,15031
1983,4,B.C.,85,33,361,152,270,2712,582,647,3282,0,149,96,0,8369
1983,4,Y.T.,9,14,8,13,14,104,13,26,113,274,0,28,0,616
1983,4,N.W.T.,30,9,15,9,34,186,54,34,161,72,39,0,0,643
1984,1,N.L.,0,25,304,132,56,711,57,22,188,72,0,15,0,1582
1984,1,P.E.I.,6,0,113,84,5,94,19,1,24,5,0,0,0,351
1984,1,N.S.,216,102,0,491,160,929,61,25,156,228,0,13,0,2381
1984,1,N.B.,54,48,460,0,315,563,38,24,179,59,0,11,0,1751
1984,1,Que.,54,30,206,275,0,5232,89,54,327,331,0,52,0,6650
1984,1,Ont.,366,146,930,625,2422,0,882,386,1861,1658,40,112,0,9428
1984,1,Man.,33,6,110,30,69,808,0,648,655,520,0,5,0,2884
1984,1,Sask.,12,10,58,10,44,432,569,0,1166,682,4,30,0,3017
1984,1,Alta.,227,127,625,292,882,5149,876,1637,0,4027,39,194,0,14075
1984,1,B.C.,46,3,287,110,274,2329,393,440,2956,0,183,120,0,7141
1984,1,Y.T.,6,0,6,6,2,70,24,16,100,172,0,14,0,416
1984,1,N.W.T.,39,0,15,18,76,125,27,40,169,160,47,0,0,716
1984,2,N.L.,0,22,268,190,111,755,60,37,153,134,0,62,0,1792
1984,2,P.E.I.,12,0,72,57,23,111,19,4,56,46,1,3,0,404
1984,2,N.S.,163,128,0,595,217,1145,102,59,213,376,0,13,0,3011
1984,2,N.B.,58,81,418,0,484,848,89,44,123,134,0,9,0,2288
1984,2,Que.,63,26,201,613,0,6732,127,67,254,512,0,44,0,8639
1984,2,Ont.,428,184,740,858,3170,0,851,520,1590,2335,45,100,0,10821
1984,2,Man.,27,0,110,68,179,1619,0,569,722,804,7,111,0,4216
1984,2,Sask.,4,0,29,39,90,761,675,0,1107,892,7,25,0,3629
1984,2,Alta.,247,123,867,572,1370,6494,952,2244,0,5765,57,151,0,18842
1984,2,B.C.,72,33,391,240,516,2837,560,699,2594,0,278,146,0,8366
1984,2,Y.T.,4,10,0,8,0,52,20,10,72,148,0,25,0,349
1984,2,N.W.T.,56,2,68,28,50,172,36,52,140,193,36,0,0,833
1984,3,N.L.,0,54,981,229,135,1484,118,41,322,236,4,116,0,3720
1984,3,P.E.I.,60,0,298,180,79,370,39,28,91,50,1,14,0,1210
1984,3,N.S.,378,295,0,877,505,2292,239,111,505,534,9,70,0,5815
1984,3,N.B.,121,162,1037,0,867,1493,159,94,436,281,19,33,0,4702
1984,3,Que.,89,78,613,784,0,10432,318,151,706,872,15,57,0,14115
1984,3,Ont.,755,345,2356,1299,5856,0,1907,939,3437,3413,70,276,0,20653
1984,3,Man.,82,46,299,177,297,1994,0,1158,1077,1180,10,105,0,6425
1984,3,Sask.,43,28,164,104,139,1269,927,0,2040,947,41,60,0,5762
1984,3,Alta.,446,160,1410,593,1429,9278,1762,2838,0,6963,182,405,0,25466
1984,3,B.C.,144,97,684,282,820,5254,873,1111,4398,0,215,181,0,14059
1984,3,Y.T.,4,0,7,3,30,62,28,28,90,276,0,11,0,539
1984,3,N.W.T.,56,13,77,38,118,219,114,59,346,160,30,0,0,1230
1984,4,N.L.,0,36,549,65,77,859,100,8,293,140,0,37,0,2164
1984,4,P.E.I.,28,0,147,96,34,152,7,10,37,35,1,0,0,547
1984,4,N.S.,255,155,0,506,145,1275,131,54,395,259,9,39,0,3223
1984,4,N.B.,61,122,583,0,382,761,98,31,238,112,0,28,0,2416
1984,4,Que.,62,27,203,398,0,4869,248,92,420,428,7,43,0,6797
1984,4,Ont.,579,283,1102,536,2565,0,1395,438,2839,2096,29,178,0,12040
1984,4,Man.,35,11,144,45,128,1065,0,546,821,640,22,108,0,3565
1984,4,Sask.,22,15,88,12,109,560,766,0,1894,831,17,51,0,4365
1984,4,Alta.,272,116,418,293,471,4790,1063,1429,0,3668,71,272,0,12863
1984,4,B.C.,73,35,349,111,285,2316,640,714,4322,0,154,221,0,9220
1984,4,Y.T.,7,0,3,6,8,54,14,20,127,194,0,32,0,465
1984,4,N.W.T.,45,0,32,35,32,111,57,27,299,85,43,0,0,766
1985,1,N.L.,0,29,395,38,38,749,96,3,153,60,3,7,0,1571
1985,1,P.E.I.,21,0,148,61,19,109,14,10,37,3,1,0,0,423
1985,1,N.S.,252,109,0,315,134,1088,52,44,291,155,8,16,0,2464
1985,1,N.B.,128,71,474,0,312,657,26,13,164,64,0,4,0,1913
1985,1,Que.,51,7,149,230,0,3084,97,74,295,255,4,57,0,4303
1985,1,Ont.,402,93,776,481,2581,0,871,338,1896,1456,13,146,0,9053
1985,1,Man.,47,11,37,27,91,919,0,613,668,503,0,44,0,2960
1985,1,Sask.,14,7,45,68,86,545,597,0,1647,606,6,52,0,3673
1985,1,Alta.,211,57,465,251,580,3965,679,1099,0,3166,58,229,0,10760
1985,1,B.C.,51,15,263,62,390,2655,445,467,3486,0,161,205,0,8200
1985,1,Y.T.,12,0,26,10,0,15,20,12,63,213,0,10,0,381
1985,1,N.W.T.,0,6,33,0,28,161,64,8,182,157,22,0,0,661
1985,2,N.L.,0,20,283,152,107,865,49,42,219,167,3,72,0,1979
1985,2,P.E.I.,9,0,93,53,22,173,4,0,68,51,1,0,0,474
1985,2,N.S.,208,118,0,535,229,1357,69,39,323,300,0,16,0,3194
1985,2,N.B.,85,51,524,0,561,1014,43,43,156,125,0,16,0,2618
1985,2,Que.,40,24,117,491,0,6000,108,114,292,544,0,58,0,7788
1985,2,Ont.,433,112,842,815,3518,0,644,512,1640,2491,19,67,0,11093
1985,2,Man.,49,3,79,74,179,2154,0,544,736,756,10,43,0,4627
1985,2,Sask.,17,4,60,28,125,912,496,0,1454,880,9,28,0,4013
1985,2,Alta.,221,64,502,337,856,5257,899,1768,0,4489,40,157,0,14590
1985,2,B.C.,79,24,350,252,552,3864,642,657,3793,0,180,217,0,10610
1985,2,Y.T.,8,1,22,0,4,33,17,12,63,148,0,46,0,354
1985,2,N.W.T.,34,0,26,22,60,189,47,49,149,131,29,0,0,736
1985,3,N.L.,0,55,851,313,140,2063,91,71,481,281,7,92,0,4445
1985,3,P.E.I.,43,0,290,215,61,389,39,31,141,64,2,25,0,1300
1985,3,N.S.,364,322,0,1088,602,2707,283,124,765,676,5,82,0,7018
